C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\agent.ts: line 177, col 44, Warning - '_context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\analytics\performance-optimizer.ts: line 544, col 11, Warning - 'toolStats' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\auth\jwt-authenticator.ts: line 259, col 17, Warning - 'sessionId' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\autonomous-task-manager.ts: line 292, col 40, Warning - 'task_id' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\benchmarking\benchmark-runner.ts: line 642, col 5, Warning - 'challenge' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\caching\cache-coordinator.ts: line 13, col 10, Warning - 'createHash' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli-output-manager.ts: line 28, col 17, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 9, col 10, Warning - 'UnifiedAgent' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 13, col 27, Warning - 'toError' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 689, col 11, Warning - 'fs' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 690, col 11, Warning - 'path' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1319, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1348, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1424, col 39, Warning - 'mode' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1573, col 53, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1688, col 37, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli.ts: line 1818, col 29, Warning - 'newConfig' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli\cli-commands.ts: line 13, col 10, Warning - 'CLIDisplay' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli\cli-commands.ts: line 14, col 10, Warning - 'ProjectContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli\cli-display.ts: line 7, col 8, Warning - 'ora' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli\cli-display.ts: line 8, col 27, Warning - 'ExecutionRequest' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\cli\cli-types.ts: line 6, col 30, Warning - 'ProjectContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 10, col 10, Warning - 'join' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 25, col 10, Warning - 'ToolIntegration' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 28, col 10, Warning - 'unifiedCache' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 30, col 10, Warning - 'intelligentBatchProcessor' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 37, col 27, Warning - 'isError' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 43, col 42, Warning - 'StreamMetrics' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 412, col 11, Warning - 'results' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 598, col 19, Warning - 'type' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 796, col 13, Warning - 'streamedContent' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 886, col 30, Warning - 'request' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 1039, col 5, Warning - 'abortSignal' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 1346, col 21, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 1355, col 18, Warning - 'modelName' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 1360, col 19, Warning - 'force' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 2110, col 5, Warning - 'disagreements' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 2130, col 55, Warning - 'voices' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\client.ts: line 2164, col 50, Warning - 'prompt' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 8, col 10, Warning - 'UnifiedAgent' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 419, col 17, Warning - 'agentId' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 493, col 5, Warning - 'assignments' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 507, col 5, Warning - 'assignments' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 659, col 17, Warning - 'id' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 661, col 15, Warning - 'duration' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 684, col 47, Warning - 'stage' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\advanced-workflow-orchestrator.ts: line 721, col 27, Warning - 'stage' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\council-decision-engine.ts: line 685, col 5, Warning - 'resolvedConflicts' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\council-decision-engine.ts: line 709, col 29, Warning - 'sessionId' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\dual-agent-realtime-system.ts: line 9, col 10, Warning - 'UnifiedModelClient' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 10, col 3, Warning - 'AgentAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 375, col 5, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 538, col 5, Warning - 'securityContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 563, col 29, Warning - 'voiceId' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 563, col 46, Warning - 'securityContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 597, col 35, Warning - 'voiceId' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 621, col 49, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 632, col 29, Warning - 'voiceId' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 632, col 46, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 666, col 30, Warning - 'content' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 666, col 47, Warning - 'prompt' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 669, col 28, Warning - 'content' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 672, col 33, Warning - 'content' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 672, col 50, Warning - 'prompt' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 675, col 31, Warning - 'content' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 678, col 31, Warning - 'response1' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\secure-council-engine.ts: line 678, col 50, Warning - 'response2' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\collaboration\sequential-dual-agent-system.ts: line 442, col 68, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\context\enhanced-context-manager.ts: line 2, col 31, Warning - 'access' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\context\enhanced-context-manager.ts: line 3, col 16, Warning - 'dirname' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\context\enhanced-context-manager.ts: line 283, col 11, Warning - 'items' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\context\enhanced-context-manager.ts: line 469, col 34, Warning - 'value' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\dependency-container.ts: line 47, col 11, Warning - 'ResolutionContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\dependency-container.ts: line 264, col 17, Warning - '_' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\dependency-container.ts: line 265, col 21, Warning - '_' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\dependency-container.ts: line 349, col 5, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\dependency-container.ts: line 433, col 43, Warning - 'options' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\system-bootstrap.ts: line 173, col 7, Warning - 'container' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\di\system-bootstrap.ts: line 275, col 15, Warning - 'config' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\e2b\e2b-service.ts: line 129, col 42, Warning - 'environment' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\error-handling-system.ts: line 9, col 22, Warning - 'fs' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\error-handling-system.ts: line 519, col 20, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\error-handling-system.ts: line 714, col 15, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\error-handling\enterprise-error-handler.ts: line 8, col 19, Warning - 'BaseErrorFactory' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\error-handling\enterprise-error-handler.ts: line 605, col 56, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 13, col 21, Warning - 'readFile' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 13, col 39, Warning - 'mkdir' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 14, col 10, Warning - 'join' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 448, col 13, Warning - 'duration' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 621, col 13, Warning - 'fcProcess' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\execution\execution-backend.ts: line 700, col 11, Warning - 'escapedCommand' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 18, col 3, Warning - 'Agent' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 19, col 3, Warning - 'AgentRequest' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 836, col 40, Warning - 'updates' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 840, col 39, Warning - 'updates' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 1022, col 5, Warning - 'request' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 1023, col 5, Warning - 'response' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\integration\integrated-system.ts: line 1024, col 5, Warning - 'processingTime' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 7, col 10, Warning - 'join' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 7, col 26, Warning - 'basename' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 7, col 36, Warning - 'dirname' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 8, col 10, Warning - 'readFile' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 8, col 20, Warning - 'stat' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 17, col 10, Warning - 'ExecutionRequest' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 18, col 10, Warning - 'UnifiedModelClient' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\context-aware-cli-integration.ts: line 511, col 32, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\lazy-project-intelligence.ts: line 186, col 22, Warning - 'stat' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\optimized-context-cli.ts: line 10, col 3, Warning - 'LazyProjectIntelligence' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\optimized-context-cli.ts: line 21, col 8, Warning - 'chalk' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\optimized-context-cli.ts: line 250, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\optimized-context-cli.ts: line 270, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\optimized-context-cli.ts: line 476, col 32, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 7, col 35, Warning - 'access' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 8, col 35, Warning - 'dirname' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 11, col 10, Warning - 'ProjectContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 592, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 636, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 691, col 5, Warning - 'dependencies' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 710, col 5, Warning - 'options' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 768, col 5, Warning - 'structure' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 769, col 5, Warning - 'insights' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 770, col 5, Warning - 'dependencies' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\Admin\Documents\RST\codecrucible-synth-main (1)\codecrucible-synth-main\src\core\intelligence\project-intelligence-system.ts: line 771, col 5, Warning - 'patterns' is defined but never used. (@typescript-eslint/no-unused-vars)
